Month_Registered,Zip_Code,City,County,Total_EV_Registrations
2020-07-31,21797,Woodbine,Howard County,66
2020-07-31,21798,Woodsboro,Frederick County,4
2020-07-31,21801,Salisbury,Wicomico County,61
2020-07-31,21802,Salisbury,Wicomico County,0
2020-07-31,21803,Salisbury,Wicomico County,0
2020-07-31,21804,Salisbury,Wicomico County,40
2020-07-31,21810,Allen,Wicomico County,0
2020-07-31,21811,Berlin,Worcester County,48
2020-07-31,21813,Bishopville,Worcester County,10
2020-07-31,21814,Bivalve,Wicomico County,2
2020-07-31,21817,Crisfield,Somerset County,3
2020-07-31,21821,Deal Island,Somerset County,1
2020-07-31,21822,Eden,Worcester County,5
2020-07-31,21824,Ewell,Somerset County,0
2020-07-31,21826,Fruitland,Wicomico County,2
2020-07-31,21829,Girdletree,Worcester County,0
2020-07-31,21830,Hebron,Wicomico County,6
2020-07-31,21835,Linkwood,Dorchester County,0
2020-07-31,21836,Manokin,Somerset County,0
2020-07-31,21837,Mardela Springs,Wicomico County,1
2020-07-31,21838,Marion Station,Somerset County,1
2020-07-31,21840,Nanticoke,Wicomico County,1
2020-07-31,21841,Newark,Worcester County,0
2020-07-31,21842,Ocean City,Worcester County,31
2020-07-31,21843,Ocean City,Worcester County,0
2020-07-31,21849,Parsonsburg,Wicomico County,3
2020-07-31,21850,Pittsville,Wicomico County,1
2020-07-31,21851,Pocomoke City,Worcester County,6
2020-07-31,21852,Powellville,Wicomico County,0
2020-07-31,21853,Princess Anne,Somerset County,2
2020-07-31,21856,Quantico,Wicomico County,0
2020-07-31,21857,Rehobeth,Somerset County,0
2020-07-31,21861,Sharptown,Wicomico County,0
2020-07-31,21862,Showell,Worcester County,1
2020-07-31,21863,Snow Hill,Worcester County,7
2020-07-31,21864,Stockton,Worcester County,0
2020-07-31,21865,Tyaskin,Wicomico County,1
2020-07-31,21866,Tylerton,Somerset County,0
2020-07-31,21867,Upper Fairmount,Somerset County,0
2020-07-31,21869,Vienna,Dorchester County,1
2020-07-31,21871,Westover,Somerset County,2
2020-07-31,21872,Whaleyville,Worcester County,0
2020-07-31,21874,Willards,Wicomico County,1
2020-07-31,21875,Delmar,Wicomico County,13
2020-07-31,21890,Westover,Somerset County,0
2020-07-31,21901,North East,Cecil County,34
2020-07-31,21902,Perry Point,Cecil County,0
2020-07-31,21903,Perryville,Cecil County,8
2020-07-31,21904,Port Deposit,Cecil County,13
2020-07-31,21911,Rising Sun,Cecil County,13
2020-07-31,21912,Warwick,Cecil County,2
2020-07-31,21913,Cecilton,Cecil County,3
2020-07-31,21914,Charlestown,Cecil County,3
2020-07-31,21915,Chesapeake City,Cecil County,10
2020-07-31,21916,Childs,Cecil County,0
2020-07-31,21917,Colora,Cecil County,6
2020-07-31,21918,Conowingo,Cecil County,2
2020-07-31,21919,Earleville,Cecil County,5
2020-07-31,21920,Elk Mills,Cecil County,0
2020-07-31,21921,Elkton,Cecil County,57
2020-07-31,21922,Elkton,Cecil County,0
2020-07-31,21930,Georgetown,Cecil County,0
2020-08-31,20601,Waldorf,Charles County,45
2020-08-31,20602,Waldorf,Charles County,50
2020-08-31,20603,Waldorf,Charles County,97
2020-08-31,20604,Waldorf,Charles County,0
2020-08-31,20606,Abell,Saint Mary's County,1
2020-08-31,20607,Accokeek,Prince George's County,64
2020-08-31,20608,Aquasco,Prince George's County,1
2020-08-31,20609,Avenue,Saint Mary's County,0
2020-08-31,20610,Barstow,Calvert County,0
2020-08-31,20611,Bel Alton,Charles County,1
2020-08-31,20612,Benedict,Charles County,0
2020-08-31,20613,Brandywine,Prince George's County,57
2020-08-31,20615,Broomes Island,Calvert County,0
2020-08-31,20616,Bryans Road,Charles County,15
2020-08-31,20617,Bryantown,Charles County,0
2020-08-31,20618,Bushwood,Saint Mary's County,1
2020-08-31,20619,California,Saint Mary's County,54
2020-08-31,20620,Callaway,Saint Mary's County,3
2020-08-31,20621,Chaptico,Saint Mary's County,3
2020-08-31,20622,Charlotte Hall,Saint Mary's County,9
2020-08-31,20623,Cheltenham,Prince George's County,6
2020-08-31,20624,Clements,Saint Mary's County,1
2020-08-31,20625,Cobb Island,Charles County,0
2020-08-31,20626,Coltons Point,Saint Mary's County,0
2020-08-31,20627,Compton,Saint Mary's County,1
2020-08-31,20628,Dameron,Saint Mary's County,4
2020-08-31,20629,Dowell,Calvert County,2
2020-08-31,20630,Drayden,Saint Mary's County,2
2020-08-31,20632,Faulkner,Charles County,1
2020-08-31,20634,Great Mills,Saint Mary's County,28
2020-08-31,20635,Helen,Saint Mary's County,0
2020-08-31,20636,Hollywood,Saint Mary's County,38
2020-08-31,20637,Hughesville,Charles County,23
2020-08-31,20639,Huntingtown,Calvert County,60
2020-08-31,20640,Indian Head,Charles County,20
2020-08-31,20643,Ironsides,Charles County,0
2020-08-31,20645,Issue,Charles County,5
2020-08-31,20646,La Plata,Charles County,44
2020-08-31,20650,Leonardtown,Saint Mary's County,70
2020-08-31,20653,Lexington Park,Saint Mary's County,54
2020-08-31,20656,Loveville,Saint Mary's County,0
2020-08-31,20657,Lusby,Calvert County,48
2020-08-31,20658,Marbury,Charles County,3
2020-08-31,20659,Mechanicsville,Saint Mary's County,41
2020-08-31,20660,Morganza,Saint Mary's County,0
2020-08-31,20661,Mount Victoria,Charles County,0
2020-08-31,20662,Nanjemoy,Charles County,2
2020-08-31,20664,Newburg,Charles County,6
2020-08-31,20667,Park Hall,Saint Mary's County,1
2020-08-31,20670,Patuxent River,Saint Mary's County,1
2020-08-31,20674,Piney Point,Saint Mary's County,6
2020-08-31,20675,Pomfret,Charles County,6
2020-08-31,20676,Port Republic,Calvert County,5
2020-08-31,20677,Port Tobacco,Charles County,14
2020-08-31,20678,Prince Frederick,Calvert County,27
2020-08-31,20680,Ridge,Saint Mary's County,1
2020-08-31,20682,Rock Point,Charles County,0
2020-08-31,20684,Saint Inigoes,Saint Mary's County,2
2020-08-31,20685,Saint Leonard,Calvert County,18
2020-08-31,20686,Saint Marys City,Saint Mary's County,2
2020-08-31,20687,Scotland,Saint Mary's County,0
2020-08-31,20688,Solomons,Calvert County,16
2020-08-31,20689,Sunderland,Calvert County,5
2020-08-31,20690,Tall Timbers,Saint Mary's County,7
2020-08-31,20692,Valley Lee,Saint Mary's County,2
2020-08-31,20693,Welcome,Charles County,1
2020-08-31,20695,White Plains,Charles County,32
2020-08-31,20697,Southern Md Facility,Prince George's County,0
2020-08-31,20701,Annapolis Junction,Howard County,6
2020-08-31,20703,Lanham,Prince George's County,0
2020-08-31,20704,Beltsville,Prince George's County,0
2020-08-31,20705,Beltsville,Prince George's County,69
2020-08-31,20706,Lanham,Prince George's County,47
2020-08-31,20707,Laurel,Prince George's County,125
2020-08-31,20708,Laurel,Prince George's County,44
2020-08-31,20709,Laurel,Prince George's County,0
2020-08-31,20710,Bladensburg,Prince George's County,5
2020-08-31,20711,Lothian,Anne Arundel County,23
2020-08-31,20712,Mount Rainier,Prince George's County,23
2020-08-31,20714,North Beach,Calvert County,14
2020-08-31,20715,Bowie,Prince George's County,105
2020-08-31,20716,Bowie,Prince George's County,64
2020-08-31,20717,Bowie,Prince George's County,0
2020-08-31,20718,Bowie,Prince George's County,0
2020-08-31,20719,Bowie,Prince George's County,0
2020-08-31,20720,Bowie,Prince George's County,117
2020-08-31,20721,Bowie,Prince George's County,127
2020-08-31,20722,Brentwood,Prince George's County,14
2020-08-31,20723,Laurel,Howard County,265
2020-08-31,20724,Laurel,Anne Arundel County,57
2020-08-31,20725,Laurel,Prince George's County,0
2020-08-31,20726,Laurel,Prince George's County,0
2020-08-31,20731,Capitol Heights,Prince George's County,0
2020-08-31,20732,Chesapeake Beach,Calvert County,44
2020-08-31,20733,Churchton,Anne Arundel County,18
2020-08-31,20735,Clinton,Prince George's County,69
2020-08-31,20736,Owings,Calvert County,42
2020-08-31,20737,Riverdale,Prince George's County,33
2020-08-31,20738,Riverdale,Prince George's County,0
2020-08-31,20740,College Park,Prince George's County,116
2020-08-31,20741,College Park,Prince George's County,0
2020-08-31,20742,College Park,Prince George's County,0
2020-08-31,20743,Capitol Heights,Prince George's County,51
2020-08-31,20744,Fort Washington,Prince George's County,162
2020-08-31,20745,Oxon Hill,Prince George's County,53
2020-08-31,20746,Suitland,Prince George's County,22
2020-08-31,20747,District Heights,Prince George's County,18
2020-08-31,20748,Temple Hills,Prince George's County,33
2020-08-31,20749,Fort Washington,Prince George's County,1
2020-08-31,20750,Oxon Hill,Prince George's County,0
2020-08-31,20751,Deale,Anne Arundel County,14
2020-08-31,20752,Suitland,Prince George's County,0
2020-08-31,20753,District Heights,Prince George's County,0
2020-08-31,20754,Dunkirk,Calvert County,27
2020-08-31,20755,Fort George G Meade,Anne Arundel County,23
2020-08-31,20757,Temple Hills,Prince George's County,0
2020-08-31,20758,Friendship,Anne Arundel County,1
2020-08-31,20759,Fulton,Howard County,163
2020-08-31,20762,Andrews Air Force Base,Prince George's County,7
2020-08-31,20763,Savage,Howard County,10
2020-08-31,20764,Shady Side,Anne Arundel County,6
2020-08-31,20765,Galesville,Anne Arundel County,2
2020-08-31,20768,Greenbelt,Prince George's County,0
2020-08-31,20769,Glenn Dale,Prince George's County,41
2020-08-31,20770,Greenbelt,Prince George's County,107
2020-08-31,20771,Greenbelt,Prince George's County,3
2020-08-31,20772,Upper Marlboro,Prince George's County,182
2020-08-31,20773,Upper Marlboro,Prince George's County,0
2020-08-31,20774,Upper Marlboro,Prince George's County,149
2020-08-31,20775,Upper Marlboro,Prince George's County,0
2020-08-31,20776,Harwood,Anne Arundel County,25
2020-08-31,20777,Highland,Howard County,85
2020-08-31,20778,West River,Anne Arundel County,13
2020-08-31,20779,Tracys Landing,Anne Arundel County,9
2020-08-31,20781,Hyattsville,Prince George's County,62
2020-08-31,20782,Hyattsville,Prince George's County,83
2020-08-31,20783,Hyattsville,Prince George's County,36
2020-08-31,20784,Hyattsville,Prince George's County,23
2020-08-31,20785,Hyattsville,Prince George's County,64
2020-08-31,20787,Hyattsville,Prince George's County,0
2020-08-31,20788,Hyattsville,Prince George's County,0
2020-08-31,20790,Capitol Heights,Prince George's County,0
2020-08-31,20791,Capitol Heights,Prince George's County,0
2020-08-31,20792,Upper Marlboro,Prince George's County,0
2020-08-31,20794,Jessup,Howard County,65
2020-08-31,20797,Southern Md Facility,Prince George's County,0
2020-08-31,20799,Capitol Heights,Prince George's County,0
2020-08-31,20810,Bethesda,Montgomery County,0
2020-08-31,20811,Bethesda,Montgomery County,0
2020-08-31,20812,Glen Echo,Montgomery County,10
2020-08-31,20813,Bethesda,Montgomery County,0
2020-08-31,20814,Bethesda,Montgomery County,444
2020-08-31,20815,Chevy Chase,Montgomery County,519
2020-08-31,20816,Bethesda,Montgomery County,282
2020-08-31,20817,Bethesda,Montgomery County,828
2020-08-31,20818,Cabin John,Montgomery County,53
2020-08-31,20824,Bethesda,Montgomery County,0
2020-08-31,20825,Chevy Chase,Montgomery County,0
2020-08-31,20827,Bethesda,Montgomery County,1
2020-08-31,20830,Olney,Montgomery County,0
2020-08-31,20832,Olney,Montgomery County,143
2020-08-31,20833,Brookeville,Montgomery County,87
2020-08-31,20837,Poolesville,Montgomery County,82
2020-08-31,20838,Barnesville,Montgomery County,1
2020-08-31,20839,Beallsville,Montgomery County,1
2020-08-31,20841,Boyds,Montgomery County,120
2020-08-31,20842,Dickerson,Montgomery County,22
2020-08-31,20847,Rockville,Montgomery County,0
2020-08-31,20848,Rockville,Montgomery County,0
2020-08-31,20849,Rockville,Montgomery County,0
2020-08-31,20850,Rockville,Montgomery County,649
2020-08-31,20851,Rockville,Montgomery County,78
2020-08-31,20852,Rockville,Montgomery County,414
2020-08-31,20853,Rockville,Montgomery County,173
2020-08-31,20854,Potomac,Montgomery County,1055
2020-08-31,20855,Derwood,Montgomery County,216
2020-08-31,20857,Rockville,Montgomery County,0
2020-08-31,20859,Potomac,Montgomery County,0
2020-08-31,20860,Sandy Spring,Montgomery County,22
2020-08-31,20861,Ashton,Montgomery County,29
2020-08-31,20862,Brinklow,Montgomery County,5
2020-08-31,20866,Burtonsville,Montgomery County,57
2020-08-31,20868,Spencerville,Montgomery County,7
2020-08-31,20871,Clarksburg,Montgomery County,429
2020-08-31,20872,Damascus,Montgomery County,86
2020-08-31,20874,Germantown,Montgomery County,312
2020-08-31,20875,Germantown,Montgomery County,0
2020-08-31,20876,Germantown,Montgomery County,153
2020-08-31,20877,Gaithersburg,Montgomery County,135
2020-08-31,20878,Gaithersburg,Montgomery County,746
2020-08-31,20879,Gaithersburg,Montgomery County,111
2020-08-31,20880,Washington Grove,Montgomery County,6
2020-08-31,20882,Gaithersburg,Montgomery County,162
2020-08-31,20883,Gaithersburg,Montgomery County,0
2020-08-31,20884,Gaithersburg,Montgomery County,0
2020-08-31,20885,Gaithersburg,Montgomery County,0
2020-08-31,20886,Montgomery Village,Montgomery County,115
2020-08-31,20889,Bethesda,Montgomery County,1
2020-08-31,20891,Kensington,Montgomery County,0
2020-08-31,20892,Bethesda,Montgomery County,0
2020-08-31,20894,Bethesda,Montgomery County,0
2020-08-31,20895,Kensington,Montgomery County,221
2020-08-31,20896,Garrett Park,Montgomery County,25
2020-08-31,20897,Suburb Maryland Fac,Montgomery County,0
2020-08-31,20898,Gaithersburg,Montgomery County,0
2020-08-31,20899,Gaithersburg,Montgomery County,0
2020-08-31,20901,Silver Spring,Montgomery County,218
2020-08-31,20902,Silver Spring,Montgomery County,231
2020-08-31,20903,Silver Spring,Montgomery County,45
2020-08-31,20904,Silver Spring,Montgomery County,243
2020-08-31,20905,Silver Spring,Montgomery County,128
2020-08-31,20906,Silver Spring,Montgomery County,271
2020-08-31,20907,Silver Spring,Montgomery County,0
2020-08-31,20908,Silver Spring,Montgomery County,0
2020-08-31,20910,Silver Spring,Montgomery County,399
2020-08-31,20911,Silver Spring,Montgomery County,0
2020-08-31,20912,Takoma Park,Montgomery County,235
2020-08-31,20913,Takoma Park,Montgomery County,0
2020-08-31,20914,Silver Spring,Montgomery County,0
2020-08-31,20915,Silver Spring,Montgomery County,0
2020-08-31,20916,Silver Spring,Montgomery County,0
2020-08-31,20918,Silver Spring,Montgomery County,0
2020-08-31,20993,Silver Spring,Montgomery County,0
2020-08-31,20997,Silver Spring,Montgomery County,0
2020-08-31,21001,Aberdeen,Harford County,48
2020-08-31,21005,Aberdeen Proving Ground,Harford County,5
2020-08-31,21009,Abingdon,Harford County,67
2020-08-31,21010,Gunpowder,Harford County,2
2020-08-31,21012,Arnold,Anne Arundel County,118
2020-08-31,21013,Baldwin,Baltimore County,26
2020-08-31,21014,Bel Air,Harford County,93
2020-08-31,21015,Bel Air,Harford County,95
2020-08-31,21017,Belcamp,Harford County,15
2020-08-31,21018,Benson,Harford County,0
2020-08-31,21020,Boring,Baltimore County,0
2020-08-31,21022,Brooklandville,Baltimore County,0
2020-08-31,21023,Butler,Baltimore County,3
2020-08-31,21027,Chase,Baltimore County,0
2020-08-31,21028,Churchville,Harford County,12
2020-08-31,21029,Clarksville,Howard County,298
2020-08-31,21030,Cockeysville,Baltimore County,128
2020-08-31,21031,Hunt Valley,Baltimore County,4
2020-08-31,21032,Crownsville,Anne Arundel County,82
2020-08-31,21034,Darlington,Harford County,4
2020-08-31,21035,Davidsonville,Anne Arundel County,85
2020-08-31,21036,Dayton,Howard County,40
2020-08-31,21037,Edgewater,Anne Arundel County,146
2020-08-31,21040,Edgewood,Harford County,31
2020-08-31,21041,Ellicott City,Howard County,0
2020-08-31,21042,Ellicott City,Howard County,511
2020-08-31,21043,Ellicott City,Howard County,399
2020-08-31,21044,Columbia,Howard County,375
2020-08-31,21045,Columbia,Howard County,249
2020-08-31,21046,Columbia,Howard County,128
2020-08-31,21047,Fallston,Harford County,44
2020-08-31,21048,Finksburg,Carroll County,53
2020-08-31,21050,Forest Hill,Harford County,55
2020-08-31,21051,Fork,Baltimore County,1
2020-08-31,21052,Fort Howard,Baltimore County,0
2020-08-31,21053,Freeland,Baltimore County,9
2020-08-31,21054,Gambrills,Anne Arundel County,94
2020-08-31,21056,Gibson Island,Anne Arundel County,8
2020-08-31,21057,Glen Arm,Baltimore County,30
2020-08-31,21060,Glen Burnie,Anne Arundel County,120
2020-08-31,21061,Glen Burnie,Anne Arundel County,88
2020-08-31,21062,Glen Burnie,Anne Arundel County,0
2020-08-31,21065,Hunt Valley,Baltimore County,0
2020-08-31,21071,Glyndon,Baltimore County,3
2020-08-31,21074,Hampstead,Carroll County,33
2020-08-31,21075,Elkridge,Howard County,206
2020-08-31,21076,Hanover,Anne Arundel County,188
2020-08-31,21077,Harmans,Anne Arundel County,2
2020-08-31,21078,Havre De Grace,Harford County,90
2020-08-31,21082,Hydes,Baltimore County,5
2020-08-31,21084,Jarrettsville,Harford County,13
2020-08-31,21085,Joppa,Harford County,22
2020-08-31,21087,Kingsville,Baltimore County,24
2020-08-31,21088,Lineboro,Carroll County,0
2020-08-31,21090,Linthicum Heights,Anne Arundel County,39
2020-08-31,21092,Long Green,Baltimore County,0
2020-08-31,21093,Lutherville Timonium,Baltimore County,255
2020-08-31,21094,Lutherville Timonium,Baltimore County,1
2020-08-31,21098,Hanover,Anne Arundel County,0
2020-08-31,21102,Manchester,Carroll County,25
2020-08-31,21104,Marriottsville,Carroll County,68
2020-08-31,21105,Maryland Line,Baltimore County,0
2020-08-31,21106,Mayo,Anne Arundel County,0
2020-08-31,21108,Millersville,Anne Arundel County,106
2020-08-31,21111,Monkton,Baltimore County,38
2020-08-31,21113,Odenton,Anne Arundel County,164
2020-08-31,21114,Crofton,Anne Arundel County,91
2020-08-31,21117,Owings Mills,Baltimore County,277
2020-08-31,21120,Parkton,Baltimore County,39
2020-08-31,21122,Pasadena,Anne Arundel County,159
2020-08-31,21123,Pasadena,Anne Arundel County,0
2020-08-31,21128,Perry Hall,Baltimore County,62
2020-08-31,21130,Perryman,Harford County,0
2020-08-31,21131,Phoenix,Baltimore County,59
2020-08-31,21132,Pylesville,Harford County,1
2020-08-31,21133,Randallstown,Baltimore County,41
2020-08-31,21136,Reisterstown,Baltimore County,178
2020-08-31,21139,Riderwood,Baltimore County,0
2020-08-31,21140,Riva,Anne Arundel County,25
2020-08-31,21144,Severn,Anne Arundel County,157
2020-08-31,21146,Severna Park,Anne Arundel County,236
2020-08-31,21150,Simpsonville,Howard County,0
2020-08-31,21152,Sparks Glencoe,Baltimore County,66
2020-08-31,21153,Stevenson,Baltimore County,15
2020-08-31,21154,Street,Harford County,12
2020-08-31,21155,Upperco,Baltimore County,8
2020-08-31,21156,Upper Falls,Baltimore County,2
2020-08-31,21157,Westminster,Carroll County,88
2020-08-31,21158,Westminster,Carroll County,63
2020-08-31,21160,Whiteford,Harford County,2
2020-08-31,21161,White Hall,Harford County,22
2020-08-31,21162,White Marsh,Baltimore County,16
2020-08-31,21163,Woodstock,Howard County,68
